Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,6.419390902799719,1.411543652271035,6.505198160807292,1.736714136853074
2,6.143050530377557,2.3110282483246465,6.345912297566732,2.3619312261201806
3,5.96647035374361,3.11387460443038,6.236680189768474,2.188259812434873
4,5.801796913146973,3.9444253769545794,6.1504225730896,2.466134074331365
5,5.65581153420841,4.632163882166791,6.058310826619466,3.265022577283779
6,5.516954169553869,5.305650246649293,5.963388601938884,3.334491142757902
7,5.357641640831442,6.835646639985109,5.873470783233643,4.272316776658562
8,5.172796754276051,8.013629700297841,5.7442626953125,4.584925321292115
9,4.985948029686423,9.610378467051378,5.638297398885091,5.314345258770406
10,4.787918764002183,11.320635354616533,5.525443236033122,6.009030913511635
11,5.486451822168687,5.725361248138496,5.703377564748128,5.62695380340396
12,4.737852096557617,12.324102405994045,5.434834321339925,7.1899965265717265
13,4.480972542482264,15.16740448157111,5.337766965230306,7.95415074678708
14,4.263331553515266,17.000040720402083,5.219651858011882,8.68357068426537
15,4.079250181422514,19.557500116344006,5.119958718617757,9.239319208058355
16,3.897295362809125,21.965821039650034,5.046536445617676,9.482459187217785
17,3.701011194902308,24.295464328927775,4.997825463612874,10.107676276484892
18,3.5373604578130386,26.789298096612065,4.981778144836426,10.871830496700245
19,3.377350119983449,29.65317851824274,4.882250785827637,11.809656130600903
20,3.196263411465813,32.03750349032018,4.863885561625163,11.49704758596735
21,3.0704891681671143,34.1174434568131,4.863104025522868,12.052796109760333
22,2.8961443340077118,37.291235224311244,4.879990895589192,11.913858978812089
23,2.787622704225428,39.102711397058826,4.8720018068949384,12.330670371656826
24,2.649065648808199,41.8907500698064,4.82537047068278,12.22646752344564
25,2.496698730132159,45.44120555658972,4.828811486562093,12.539076068079194
26,2.3655338567845963,48.34886041046166,4.804269631703694,13.337964571031607
27,2.2183720364290127,50.96180135424423,4.8570075035095215,12.747481764501565
28,2.117048971793231,53.70322970960536,4.841976006825765,13.337964571031607
29,2.003049268442042,56.21189733804914,4.873035748799642,13.40743313650573
30,1.8977090190438664,58.515435940990315,4.866214593251546,13.963181660298716
31,1.8223329501993515,59.99751314687267,4.8928907712300616,13.893713094824593
32,1.743784701122957,62.1615116576694,4.920901616414388,13.337964571031607
33,1.6503623303245096,63.70241530156366,4.934386412302653,12.782216047238624
34,1.5521920428556555,66.23071598101265,4.935074011484782,14.0673845085099
35,1.484108651385588,67.45349148361876,4.956556479136149,14.032650225772839
36,1.41208815574646,68.71771453834698,4.9659708340962725,13.720041681139284
37,1.35769284472746,69.75244904132538,5.012291590372722,13.963181660298716
38,1.3199642966775333,70.78187534903202,5.013327280680339,12.92115317818687
39,1.2429432728711296,72.61829276805658,5.056965351104736,14.0673845085099
40,1.2011404808829813,73.68814861783322,5.092508157094319,14.136853073984021
41,1.1418240070343018,74.43849474125092,5.051629543304443,13.997915943035776
42,1.1086361793910755,75.22825239668653,5.04204527537028,14.449461618617576
43,1.0478610291200525,76.91218645290395,5.119650204976399,14.241055922195207
