Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,7.632999700658462,0.034466911764705885,7.598678906758626,0.10420284821118443
2,7.600053731132956,0.057444852941176475,7.5907182693481445,0.10420284821118443
3,7.584350866429946,0.09191176470588235,7.568784713745117,0.1736714136853074
4,7.489766008713666,0.15291965282948622,7.371872107187907,0.20840569642236886
5,7.1799311918370865,0.24046851731198807,7.033098061879476,0.5904828065300451
6,6.858169134925394,0.5922637053239017,6.787205696105957,0.868357068426537
7,6.541657896602855,0.9010843261355175,6.5589165687561035,0.868357068426537
8,6.274005917941823,1.3962735014892032,6.358016014099121,1.6325112886418895
9,6.030290519489961,2.2975759726358898,6.198377927144368,2.2229940951719347
10,5.795801359064439,3.255887006701415,6.070801258087158,2.327196943383119
11,5.561551711138557,4.59057090003723,5.920789400736491,3.195554011809656
12,5.325285013984232,6.340821039650037,5.739350954691569,4.411253907606808
13,5.024546875673182,8.525470611504096,5.608248710632324,4.8627995831886075
14,4.721221531138701,11.198401433358153,5.415931065877278,6.356373740882251
15,4.4203247182509475,14.287116646500372,5.2708695729573565,7.224730809308788
16,4.145641817766077,17.519807567014144,5.201476414998372,7.95415074678708
17,3.875528756309958,20.101844634214444,5.100927988688151,8.718304967002432
18,3.670456241158878,23.70436406366344,5.031218369801839,9.551927752691906
19,3.461899294572718,26.84179832930007,4.965154806772868,10.385550538381382
20,3.2486687968758976,30.06220041418466,4.964998563130696,9.482459187217785
21,3.037928174523746,33.512818200856294,4.86924393971761,10.489753386592566
22,2.8654270733104035,37.008155714817576,4.917858441670735,10.663424800277873
23,2.7179985607371613,39.5944102522338,4.862682660420735,11.601250434178533
24,2.5484439344967114,43.627547933730455,4.82390832901001,11.879124696075026
25,2.36868673212388,47.274787090469104,4.826255162556966,12.330670371656826
26,2.2613804620854996,49.07579230268057,4.841860135396321,12.22646752344564
27,2.111497163772583,52.31800888868206,4.85758638381958,12.400138937130949
28,2.0107220271054436,55.171418349776616,4.838265736897786,13.476901701979854
29,1.867342941901263,58.17273012844378,4.8176469802856445,12.851684612712747
30,1.7429266186321484,60.89023524758005,4.840318202972412,13.199027440083363
31,1.6711871553869808,62.997443340469104,4.832581996917725,14.102118791246962
32,1.5753014298046337,64.83924166976918,4.83422867457072,13.997915943035776
33,1.517828716951258,66.23311557613552,4.859260718027751,14.171587356721083
34,1.444521244834451,67.94649920886076,4.894399960835774,13.37269885376867
35,1.3492362358990837,70.17914068317201,4.865734418233235,13.720041681139284
36,1.2655095422969145,71.70477417628443,4.8844254811604815,14.623133032302881
37,1.2141323299968945,73.22800807427402,4.8779497146606445,13.893713094824593
38,1.1588525070863611,74.46663544769173,4.899898529052734,14.553664466828762
39,1.1099144220352173,75.76619799422933,4.899673779805501,14.79680444598819
40,1.0343591150115519,77.24885692014148,4.939862410227458,15.178881556095867
41,0.9819775328916662,78.50951693968726,4.962056636810303,14.379993053143453
42,0.9376540955375222,79.51552901619509,4.972040176391602,14.58839874956582
43,0.9153514995294458,79.69542593540581,4.992454846700032,14.0673845085099
44,0.8680924632970024,80.86053844005957,4.997732162475586,14.275790204932267
45,0.8392834558206446,81.61444759865971,5.029588540395101,14.241055922195207
46,0.811302058836993,82.03815792535369,5.011257648468018,14.379993053143453
47,0.7802437999669243,82.86885412788534,5.060237884521484,14.449461618617576
48,0.7588427908280316,83.66711943875652,5.083759784698486,14.136853073984021
49,0.7330298143274644,83.9925917954207,5.080339431762695,14.206321639458144
50,0.6980493910172406,84.66847775502606,5.078915278116862,14.762070163251128
51,0.6686890125274658,85.11313000279226,5.081067085266113,14.831538728725253
52,0.6385933791889864,85.66976335629188,5.0890889167785645,15.317818687044113
53,0.618851198869593,86.31474543931496,5.109659989674886,14.5189301840917
