Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,5.732146620750427,0.5002741228070176,5.7111005783081055,0.0029940119760479044
2,5.70891261100769,0.244140625,5.70494270324707,0.0029940119760479044
3,5.703385710716248,0.40261787280701755,5.701004981994629,0.005988023952095809
4,5.696240663528442,0.5979303728070176,5.697581768035889,0.005988023952095809
5,5.687857031822205,0.5855091831140351,5.6898698806762695,0.0074850299401197605
6,5.668525218963623,0.8052357456140351,5.676804542541504,0.005988023952095809
7,5.642414331436157,1.171446683114035,5.653048038482666,0.011976047904191617
8,5.597092032432556,1.464415433114035,5.609286785125732,0.011976047904191617
9,5.506842494010925,1.8301980537280702,5.53466272354126,0.010479041916167664
10,5.3592352867126465,1.6473067434210527,5.455755710601807,0.0074850299401197605
11,5.200957894325256,2.500942297149123,5.337335109710693,0.014970059880239521
12,5.030083417892456,3.1836794133771926,5.218606948852539,0.014970059880239521
13,4.91032862663269,3.6848101699561404,5.117731094360352,0.025449101796407185
14,4.806055307388306,4.295590049342105,5.03338098526001,0.02844311377245509
15,4.70092248916626,5.246453536184211,5.001075267791748,0.029940119760479042
16,4.599593877792358,6.320672286184211,4.91929292678833,0.04640718562874251
17,4.492972135543823,8.551346628289473,4.8654093742370605,0.04341317365269461
18,4.382576823234558,9.004077576754385,4.8237457275390625,0.038922155688622756
19,4.264126658439636,9.956654331140351,4.801918029785156,0.05389221556886228
20,4.168903946876526,12.175764117324562,4.746475696563721,0.038922155688622756
21,4.146234154701233,12.226733826754385,4.66132926940918,0.05389221556886228
22,3.931473731994629,14.090768914473683,4.651573181152344,0.0688622754491018
23,3.95040762424469,14.543499862938598,4.667978763580322,0.06736526946107785
24,3.8589534759521484,15.338456003289474,4.59162712097168,0.07035928143712575
25,3.6990060210227966,18.082682291666664,4.541402816772461,0.06287425149700598
26,3.5489248037338257,21.020936129385966,4.557747840881348,0.0748502994011976
27,3.427698016166687,22.218081825657894,4.54829216003418,0.07035928143712575
28,3.3100777864456177,23.963044819078945,4.533933162689209,0.08233532934131736
29,3.2638438940048218,25.634337308114034,4.42413330078125,0.07634730538922156
30,3.069910407066345,29.478481359649123,4.393184661865234,0.08532934131736528
31,2.999137282371521,30.564692982456144,4.408636569976807,0.09281437125748503
32,2.8233224749565125,34.63755825109649,4.415497303009033,0.10778443113772455
33,2.6894912123680115,35.48048588267544,4.416383743286133,0.11077844311377245
34,2.5547699332237244,38.20201137609649,4.306756496429443,0.12724550898203593
35,2.385870099067688,43.30112390350877,4.273504734039307,0.12874251497005987
36,2.2834836840629578,44.74155359100877,4.367908000946045,0.12275449101796407
37,2.188335359096527,46.69339364035088,4.256046772003174,0.13622754491017963
38,2.084372580051422,48.72061746162281,4.27674674987793,0.12724550898203593
39,1.970693975687027,51.2926603618421,4.171902179718018,0.1437125748502994
40,1.8845884799957275,54.18465597587719,4.235285758972168,0.14820359281437126
41,1.7739347517490387,55.58825041118421,4.248187065124512,0.15119760479041916
42,1.7474865913391113,56.57723410087719,4.348317623138428,0.15568862275449102
43,1.6476569771766663,59.42939624451754,4.294248104095459,0.15718562874251496
44,1.6247396171092987,60.73790433114035,4.17515754699707,0.18113772455089822
45,1.5246963500976562,63.385331003289465,4.155229568481445,0.18562874251497005
